,author_id,created_at,id,public_metrics,referenced_tweets,text
205,1501397650943455232,2022-09-16 15:24:21+00:00,1570795731589697536,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",[<ReferencedTweet id=1570758420248272897 type=replied_to],@petrogustavo Indulgencias con avemarías ajenas: Obra del Doctor Iván Duque Márquez...👏🏻👏🏻👏🏻🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴
206,782715162226728964,2022-09-16 15:24:16+00:00,1570795712560136197,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570022936437989376 type=replied_to],"@aremasahim @petrogustavo Usted recibirá su pensión. Porqué su egoísmo al ver que otros también la recibirán?
En qué lo afecta?"
207,1080246584527462401,2022-09-16 15:24:15+00:00,1570795706629365760,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570795379813416960 type=replied_to],"@Jesalberherez44 @me_pincho @petrogustavo Claro, buenas herramientas dentro de lo lógico. Para vigilar desde el aire o transportar gente un modelo BELL usado les sirve mas que bien.  Y los enviaron en el marco de un plan antinarcóticos, no tenían que ser ESPECIFICAMENTE para deforestacion."
208,378925181,2022-09-16 15:24:08+00:00,1570795678720479234,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570588455712980992 type=replied_to],"@luciabastidasu @Nancy_Trini Petro va a entregar $800.000 pesos para cada uno de esos delincuentes que golpearon al tipo, y al golpeado, debe iniciársele una investigación penal por defenderse de los victimarios.

Así funciona la política social de @petrogustavo"
209,172074914,2022-09-16 15:23:32+00:00,1570795529948532739,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570758420248272897 type=replied_to],@petrogustavo muy bien sr Presidente ya con esos tres helicopteros salvas los 165.000 Km2 que tiene la selva amazonica colombiana 🤡🤡🤡🤡🤡🤡🤡🤡
210,302566685,2022-09-16 15:23:24+00:00,1570795493936205824,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570557589313945601 type=replied_to],@Gabocalderong @RappiColombia @sicsuper @MincomercioCo @RevistaSemana @petrogustavo Lo mejor es desinstalar esa app 👌🏻
211,67378265,2022-09-16 15:23:20+00:00,1570795477087719424,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",[<ReferencedTweet id=1570781176419471360 type=replied_to],@andresportillo_ Lo que hizo el hampón @petrogustavo cuando fue Alcalde de Bogota… pagarle a los vagos ladrones de celulares y demás! Ahora lo aplicará en el País para poder tener un ejército de gamines delincuentes apoyándolo! #PactoDeBandidos
212,220206629,2022-09-16 15:23:08+00:00,1570795426101727232,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570794529296617478 type=replied_to],"@akamasterg @petrogustavo Sí man, es muy raro que el ejército siempre ande bendiciendo equipos militares y armas de destrucción masiva. Cosa que me preocupa a veces, porque el gobierno sise ser laico, pero el ejército es cristiano. Cualquier día hacen golpe de estado en nombre de Dios h toca aceptarlo..."
213,1225554490339872774,2022-09-16 15:23:00+00:00,1570795394707394561,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570786681586077697 type=replied_to],"@Sir_Mafer @petrogustavo Así vamos.... Operativos que deberían ser para dar de baja a disidencias y guerrilla, ahora rescata ardillas. #paridos https://t.co/N9axg4IjJj"
214,561657395,2022-09-16 15:22:34+00:00,1570795282878857220,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",[<ReferencedTweet id=1570792914841907200 type=replied_to],".@petrogustavo @osunanestor @AndresCamiloHR @gurozu @arjoseortiz @Analist56181232 @joluda8 Por eso y más razones victimarios terceros que tuvieron vínculos criminales con paramilitares gozan de gran IMPUNIDAD en valledupar-cesar, porque en la @PGN_COL y @FiscaliaCol los protegen. https://t.co/JAr5f3is2b"
215,1435030781169217538,2022-09-16 15:22:24+00:00,1570795242143580163,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570758420248272897 type=replied_to],"@petrogustavo Y el narcotráfico charlatan ,tu negocio socio."
216,46547280,2022-09-16 15:22:14+00:00,1570795201920368642,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570572898800406534 type=replied_to],@UldaricoChilito @petrogustavo pues claro las primeras líneas y la ministra se conocen de tiempo atrás.
217,142506075,2022-09-16 15:22:10+00:00,1570795183662592008,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570793826159316993 type=replied_to],@elianitazafra @ONUHumanRights @jerrymcdermott @JuanPappierHRW @hrw_espanol @SilvanoSerranoG @JuniorMaldo0 @AscamcatOficia @EPertuzariza @CORPOREDDEH @petrogustavo @Ejercito_Div2 @wilcan91 @Funprogresarns @GoberNorte @olger_perez @asuncat2019 @SenadoGovCo @asambleaNdeS @ONIC_Colombia Ocaña se alista para el diálogo regional vinculante del gobierno Petro https://t.co/sDbqsjVqb7 https://t.co/3c8xAVsJB7
218,1484896626716160003,2022-09-16 15:22:06+00:00,1570795169112522759,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570115754174849025 type=replied_to],@colombia_federa @wilsonariasc @petrogustavo Si así es para calcular las estructuras de sus obras es un pésimo ingeniero
219,705748363,2022-09-16 15:22:06+00:00,1570795168873484295,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570438646267891712 type=replied_to],"@marthaperaltae @WRadioColombia @petrogustavo que bueno que aviso para no sintonizar la @WRadioColombia, ha cierto que nunca escucho esa basura."
220,3378975501,2022-09-16 15:21:55+00:00,1570795120840282114,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570757573317632001 type=replied_to],@paulocesarpaz @IvanDuque @petrogustavo por eso el deber de los periodistas de aterrizar espectativas... que pueden cumplirse como quedare solo en una promesa...
221,172515489,2022-09-16 15:21:48+00:00,1570795091626950657,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570794833652092928 type=replied_to],@oregon_patty @MarthaL75316062 @petrogustavo Que incapacidad de generar un mejor pensamiento crítico.
222,175901668,2022-09-16 15:21:48+00:00,1570795091295629313,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,"Nuestro Petro se está tirando solo la cuerda al cuello :
Un gabinete escogido con el corazón y no con criterios
Garante Maduro en diálogos con ELN
Es un camino muy difícil y lo veo como en la alcaldía, estamos empezando ojalá recapacite y retome un rumbo correcto.
@petrogustavo"
223,511251229,2022-09-16 15:21:36+00:00,1570795039596630016,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570424762991509506 type=replied_to],"@MiguelPoloP @petrogustavo Igual siguieron arrancando, dsrp no es sostenible bajo ningún punto de vista"
224,3995251693,2022-09-16 15:21:22+00:00,1570794981966901249,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}",[<ReferencedTweet id=1570699132603596803 type=quoted],"Me pongo de pie ante estas personas #60yMas.
Gracias @lopezobrador_.
@evoespueblo @petrogustavo @pepemujicacom @danielestulin @jenarovillamil @abrahamendieta @NarroJose @Arturo_Rdgz @KauSirenio @jaretos @jairocalixto @BeatrizGMuller @EdySmol @MonederoJC @Garza2016 @Navegaciones https://t.co/BD5dseg9wr"
225,1563954549949440000,2022-09-16 15:21:18+00:00,1570794967463006211,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570630313164025856 type=replied_to],@CeciliaLopezM @petrogustavo @DescarriadaG seguramente es un joven cabal https://t.co/M5TJ7UQMN9
226,295810339,2022-09-16 15:21:18+00:00,1570794966808662021,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570794650096795648 type=replied_to],"@CarlosG61470212 @FRuddR @petrogustavo y si le respondo ""agradezcamesta"" es por que lo miro en un nivel de debate inferior, al cual no quiero pasar, prefiero igualarlo con cualquier nimiedad, igual a su nivel de argumentacion."
227,4553757257,2022-09-16 15:21:10+00:00,1570794930599235584,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570754981069983744 type=replied_to],@Athenea12098 @Daneou @GustavoBolivar @marthaperaltae @Ronaldfvargass @petrogustavo @AidaAvellaE @PizarroMariaJo @DavidRacero @MirandaBogota @roybarrera @FabianDiazPlata @UNALOficial @MONYRODRIGUEZOF @nacional_memes Cuál comunidad? La de uribistas? Muestre las estadísticas de la opinión pública respeto a la universidad. De preferencia datos recientes por favor.
228,1202245351,2022-09-16 15:21:06+00:00,1570794914669297665,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570758404741935104 type=replied_to],"@cardenasjorgee @petrogustavo En fin la hipocresía, mueren porque a Petro le vaya mal. Pero se van a enloquecer esperando que llegue ese momento."
229,1516633836871892992,2022-09-16 15:21:04+00:00,1570794905706074113,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570384560952688640 type=replied_to],"@PalomaSenadora @petrogustavo  se quedó como el matoncito que era..a todo le lleva la contraria: si funciona, para el no. Si no funciona, lo empeora...luego dice que se preparó para ser presidente.
No tiene ni idea qué es ser un estadista o más perdido que minminas"
230,1471000308,2022-09-16 15:21:02+00:00,1570794896977723392,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570788818596368393 type=replied_to],"@BluRadioCo @petrogustavo va a perratear el sistema de salud. 
Copiaran el modelo de salud cubano, venezolano ?
Parece q superintendente de Salud estudió y se especializó en Cuba.
Alistémonos para hacer filas a las 2 de la mañana, atención en hospitales públicos y con médicos cubanos."
231,240035204,2022-09-16 15:20:59+00:00,1570794887137865728,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570578300715806720 type=quoted],Esa convocatoria se la hizo @petrogustavo . https://t.co/l0nYc8Fgwm
232,52819651,2022-09-16 15:20:57+00:00,1570794878052737024,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 4, 'quote_count': 0}",,"El presidente @Petrogustavo canceló su agenda en Cartagena por motivos de salud. El mandatario continúa enfermo debido a un malestar en la garganta que lo aqueja desde hace varios días.

Más detalles en ➡️ https://t.co/5CdkQxRCXY https://t.co/K4UDdHiLHP"
233,4426060516,2022-09-16 15:20:56+00:00,1570794873405710337,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,"#AEstaHora en #Turbaco el @MinistroReyes instala primer diálogo regional vinculante, en el que reitera compromiso del gobierno del presidente @petrogustavo de construir las bases para transformar a Colombia en un país de paz total de la mano de los colombianos y las colombianas https://t.co/rwNXKeLXYy"
234,3465077721,2022-09-16 15:20:55+00:00,1570794869551140876,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",[<ReferencedTweet id=1570776336628879360 type=replied_to],"@CatalinaSuarezB @infopresidencia @petrogustavo Tranquila le confirmo:

Este HP tiene cáncer y muy pronto lo veremos calvo y demacrado. Al parecer es incurable. Dios salvará a Colombia de la ralea q quiere enseñarnos a vivir."
235,248402182,2022-09-16 15:20:51+00:00,1570794853684105219,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570758420248272897 type=replied_to],@petrogustavo Y lo de las masacres pa' cuando???
236,172515489,2022-09-16 15:20:46+00:00,1570794833652092928,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570767380976107527 type=replied_to],"@oregon_patty @MarthaL75316062 @petrogustavo ¿Entonces de donde traen los helicópteros? ¿Colombia los fabrica? Una cosa es una intervención militar extrangera y otra es traer helicópteros, cazadores, tanques, camiones del exteriores para ser utilizados por nuestra propia fuerza armada..."
237,1551630842,2022-09-16 15:20:15+00:00,1570794703549009921,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570718133521743872 type=replied_to],@wilsonariasc @petrogustavo https://t.co/s7FgS8WehR
238,46873311,2022-09-16 15:20:14+00:00,1570794699266621448,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570718133521743872 type=replied_to],"@wilsonariasc @petrogustavo Trabaja, para eso les pagamos 35 millones mensuales. Este sueldo no es para estar discutiendo en redes."
239,295810339,2022-09-16 15:20:03+00:00,1570794650096795648,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570794106150060041 type=replied_to],"@CarlosG61470212 @FRuddR @petrogustavo Usted cree que me humillo ? JAJAJAAJAJAJA que poco nivel intelectual tiene como para llegar a esa conclusión, usted no podría humillar a nadie que no sea su progenitora, humillación ya sufre ella  por haberlo traído a esta civilización, no le haga pasar mas verguenza."
240,3587376321,2022-09-16 15:19:58+00:00,1570794631239208960,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,".@IreneVelezT Renuncie al Ministerio de Minas, ante su evidente falta de experiencia en el sector @petrogustavo #MinistraIreneRenuncie - ¡Firma la petición! https://t.co/W2TTMApHTS vía @ChangeorgCO DIFUNDIR DIFUNDIR DIFUNDIR DIFUNDIR 🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴"
241,1615245782,2022-09-16 15:19:58+00:00,1570794629871857664,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1569677986177097734 type=replied_to],@petrogustavo https://t.co/96hhZuLbiV
242,206309260,2022-09-16 15:19:55+00:00,1570794617423163394,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570776656725569543 type=replied_to],@A_Ballesteros_L @wilsonariasc @petrogustavo Se les olvida que NADA es gratis.
243,35209337,2022-09-16 15:19:48+00:00,1570794588859932673,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,"Delegado de Presidencia en CSU de @udeatlantico es un cuerpo extraño, sin identidad ni conocimiento de la compleja realidad institucional, su partido político posee amplia cuota burocrática interna.
Presidente @petrogustavo debe corregir esta conducta nociva para el Alma Mater."
244,825853296418107392,2022-09-16 15:19:48+00:00,1570794588826378243,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570789372156612609 type=replied_to],@martindpenaloza @Pecoralt @AerocivilCol @petrogustavo 👇🕸️🕷️🕷️🕷️🕸️🕸️ https://t.co/uqcxGiFHrd
245,153219423,2022-09-16 15:19:37+00:00,1570794541627867136,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570776336628879360 type=replied_to],@CatalinaSuarezB @infopresidencia @petrogustavo La costumbre de repetir lo que otros dicen y tomarlo como propio. No más por favor. 😭
246,184996394,2022-09-16 15:19:34+00:00,1570794529296617478,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570759024244830208 type=replied_to],"@ser_nadien @petrogustavo Da risa, pero no de gracioso, risa de raro."
247,1484896626716160003,2022-09-16 15:19:24+00:00,1570794488943243264,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570115185339240458 type=replied_to],@colombia_federa @wilsonariasc @petrogustavo A su madre la van a expropiar tambien?
248,60068668,2022-09-16 15:19:23+00:00,1570794484845412353,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570792255463780354 type=replied_to],"@juanandrest @IglesiasJulio87 @petrogustavo ¡No se equivoca! E, imponer aranceles será otra causa para que nos demanden por esos TLC (acto discriminatorio). Cuándo se dispare la inflación por la compra de dólares para pagar esas condenas arbitrales volveré a preguntar: ¿Ya vivimos sabroso""?"
249,568808592,2022-09-16 15:19:20+00:00,1570794470748336132,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570758420248272897 type=replied_to],"@petrogustavo Esos helicópteros en manos de uribistas se utilizarían para transportar mafiosos, paracos y cantantes de la tierra paramilitar"
250,1080246584527462401,2022-09-16 15:19:09+00:00,1570794425483395077,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570793499943108611 type=replied_to],"@gilberto197510 @me_pincho @petrogustavo No, me preocupa que los recursos sean sub-utilizados. Aqui y en cualquier lado, sub utilizar los recursos es tonto en un pais donde esos recursos NO SOBRAN."
251,930710948,2022-09-16 15:19:08+00:00,1570794419355516929,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",[<ReferencedTweet id=1569470636699045888 type=replied_to],@sergio_prieto10 @petrogustavo @IreneVelezT @MinEnergiaCo @AlvaroLeyva @CancilleriaCol @alfonsoprada @MinInterior @JoseA_Ocampo @MinHacienda 5. Todos los anteriores
252,142506075,2022-09-16 15:19:01+00:00,1570794391597465602,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570461391286579202 type=replied_to],@VictorBautistaO @celsobarbosaco1 @celso_boca @EdgarAGiraldoA @fedecamaras @FreddyBernal @Fabiola_Nino @Beadrian @tpolesel @consecomercio @CAVECOL @petrogustavo @ZeefTachira @ReDHFrontera @NicolasMaduro @BautistaJoseFer @JairoSenador50 @Carlos_Luna_R @ZFCUCUTA_ @Gob_Tachira @PoliciaCucuta @MigracionCol @FITACNAL @RondonPavel @JuanPGuanipa @GermanUmanaM @vladimirpadrino @Ivan_Velasquez_ @plasenciafelixr @AABenedetti @Asamblea_Ven @jorgerpsuv @FedecamarasT @FedecamarasTa @comvenezuela @intergremialns @jairoiberoopina @gustavopetro @dcabellor @HAbreuMRT @jguaido @Jcpalencia2130 @Colfecar @FitacCapCucuta @AnatoOriente Empresarios colombo venezolanos dan mirada al puerto seco https://t.co/0RcRnb3pX6 https://t.co/Uzg0FsJ1kc
253,1444086866,2022-09-16 15:18:56+00:00,1570794370525450244,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570790488088924160 type=replied_to],"@DarioAl84389749 @AlfreMondragon @NelsonPetro9 @petrogustavo @velascoluisf @mariovalencia01 @MJDuzan @DonIzquierdo_ @Velascomfelipe @navarrowolff @AidaAvellaE @LeonVaLenciaA @AABenedetti Este si tiene en cuenta al pueblo, le va a subir el precio de la gasolina a todos por igual. Jajajaja, presumes de la ignorancia cuando dices que los ricos no pagaban. El banco mundial dice que  🇨🇴 es el 10 país del 🌍 con más impuestos a las empresas 

https://t.co/XZvolGxoVM"
254,150515251,2022-09-16 15:18:49+00:00,1570794341723148295,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570758420248272897 type=replied_to],@petrogustavo Su pragmatismo lo respeto; que sea para bien.
255,1277260606991671296,2022-09-16 15:18:49+00:00,1570794340167061509,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570792921791885313 type=replied_to],@J0rge279 @CatalinaSuarezB @infopresidencia @petrogustavo Y al GENOCIDA POR LOS MAS DE 6402 JÓVENES INOCENTES ASESINADOS
256,1499489024179937290,2022-09-16 15:18:47+00:00,1570794333640724484,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570758420248272897 type=replied_to],@petrogustavo Orgulloso de vivir en un gobierno que cambiará mi país para bien #masVentanasxpetro
257,339385886,2022-09-16 15:18:35+00:00,1570794281773961216,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,"📹Hoy viernes 10 de #SEPTIEMBRE en #TejidoSocial nos acompaña @hugoospina55 hablando del alza de la #gasolina y posibles manifestaciones por parte de los #taxistas.🚕     
🤳🏻Siga nuestra transmisión en #FacebookLive https://t.co/Ubpxb8qFep 
@petrogustavo @SectorMovilidad"
258,295810339,2022-09-16 15:18:23+00:00,1570794230737678341,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570793562543132672 type=replied_to],"@FRuddR @SRiverosT @kid_pambele89 @petrogustavo ahi no se esta anticipando a nada,  el gbno dice que es para cuidar la selva,  yo solo lo re afirmo, y es  UN HECHO que se usaron AVIONES  PARA USO PRIVADO PRESIDENCIAL en el pasado gbno. o eso no es cierto ? 🤡😴 (persona sin foto ni nombre real es un bot)"
259,1080246584527462401,2022-09-16 15:18:22+00:00,1570794226455310338,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570793869809418240 type=replied_to],@Stincrez @gilberto197510 @me_pincho @petrogustavo No. Queremos que se destinen apropiadamente en luagr de sub-utilizarlos. El acuerdo tiene componentes antinarcoticos donde perfectamente se aprovechan mejor esas aeronaves.
260,4745698757,2022-09-16 15:18:18+00:00,1570794209673633795,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570758420248272897 type=replied_to],@petrogustavo Definitivamente Petro más neoliberal que sus antecesores... está haciendo lo que no hicieron los otros.
261,1677007038,2022-09-16 15:18:18+00:00,1570794209224933381,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,"⁦@petrogustavo⁩ propone:
imprimir billetes para dárselos a pobres: La FM

Entonces señor “Presidente”
¿Porqué ahora necesitamos una #ReformaTributaria de 💲25 Billones y subir la Gasolina ⛽️ de $9000 a $18,000 si usted tenía la solución en campaña❓ https://t.co/D5kgd2cnty"
262,119026944,2022-09-16 15:18:17+00:00,1570794204795658243,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570758420248272897 type=replied_to],"@petrogustavo Y cuando combatiran los bandidos narcoterroristas que con sus cultivos ilícitos y laboratorios contaminan el medio ambiente, además de los grupos criminales, que con sus minas ilegales contaminan el agua?"
263,1538132489327333377,2022-09-16 15:17:55+00:00,1570794116224798721,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,Será que en tantas visitas que hizo @IreneVelezT a zonas campamentarias de las guerrillas aprendió algo de MINAS !!!!! nombrela cómo @MinEnergiaCo jajajajaja @FranciaMarquezM @petrogustavo no se diga masssssss
264,203084308,2022-09-16 15:17:51+00:00,1570794098910724096,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570743505273913349 type=quoted],"Se les dijo mamertos petristas, su presidentazo, @petrogustavo, es una persona que no cumpliría sus promesas porque es él un pésimo gobernante, y aún así lo eligieron como Presidente de Colombia, habiendo mejores alternativas, entonces mamertos petristas #AMamarlaToda https://t.co/lqF6ow9U8W"
265,1080246584527462401,2022-09-16 15:17:43+00:00,1570794065628917761,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570793905729437698 type=replied_to],@ShenorOso @petrogustavo Correcto.
266,1542109223567466498,2022-09-16 15:17:38+00:00,1570794043076120576,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570759691223076868 type=replied_to],"@Pablito_derecho @petrogustavo Juemadre cómo no se me había ocurrido, este man ya soluciono todos los problemas de Colombia, que genio deberían volverlo vicepresidente ejecutivo."
267,59227932,2022-09-16 15:17:35+00:00,1570794030728114176,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",[<ReferencedTweet id=1570206979930349570 type=replied_to],"@actorarteaga @Bancolombia @BancoAgrario Nos pasaremos al @BancoAgrario cuando sea un mejor banco @petrogustavo

1° Ofrecer mejores servicios y modernizar la plataforma digital;
2° Demostrar que realmente financia el desarrollo agrícola y le sirve al campesino trabajador;
3° Que no le entreguen la gerencia a los paracos"
268,1080246584527462401,2022-09-16 15:17:28+00:00,1570794002127163393,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570793264151932928 type=replied_to],"@Stincrez @gilberto197510 @me_pincho @petrogustavo No, un presidente lógico y responsable destina adecuadamente los recursos. Ninguna parte del acuerdo dice que esos helicópteros tengan que dedicarse ESPECIFICAMENTE a la deforestación, cuando el acuerdo tiene componentes anti narcóticos."
269,168131735,2022-09-16 15:17:25+00:00,1570793986897608705,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570729395069005824 type=replied_to],"@derlilopeza Si? Y también grita presente el señor de las bolsas , el guerrillo @petrogustavo ?"
270,455152663,2022-09-16 15:17:23+00:00,1570793981323386880,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",[<ReferencedTweet id=1570793847952920579 type=quoted],@petrogustavo @alejarojas_g @Matador000 @LevyRincon @AlexFlorezH @GustavoBolivar @Margaritarosadf @carolinaguerram  @ElQueLosDELATA @JulianRoman @tobonsanin @AUGUSTOOCAMPO @lapulgarcitav28 @FranciscoDeRoux @GloriaRamirezRi @intiasprilla @sergiobarbosach @RoyBarreras https://t.co/w4CoP1QQZV
271,117896660,2022-09-16 15:17:19+00:00,1570793964105764865,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570099310116671490 type=replied_to],@UldaricoChilito @ACamiloFN @petrogustavo No se va a hacer con las utilidades de ellos sino con el dinero de los colombianos que piensan robarse
272,126612612,2022-09-16 15:17:14+00:00,1570793943473991680,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570758420248272897 type=replied_to],"@petrogustavo ¡A defender la soberanía Nacional! Así si se hace patria.

¡Para eso fue que elegimos presidente!"
273,468083937,2022-09-16 15:17:12+00:00,1570793933030170624,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570791746090696705 type=replied_to],"@djavierabril @CarolinaCorcho @MinSaludCol @petrogustavo Dra., bueno sería que pusieran al INVIMA al frente de eso, pero no creo que con el señalado corrupto, JULIO CÉSAR ALDANA, eso sea posible.
Se necesita una profesional conocedora del tema sin intereses ilegítimos o corruptos en el sector farmacéutico."
274,108930041,2022-09-16 15:17:08+00:00,1570793915510575106,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",[<ReferencedTweet id=1570566908948414465 type=replied_to],"@cielo_rusinque @GabrielaPossoR @petrogustavo @ContactoDapre @ProsperidadCol @ColombiaJoven El crimen en 🇨🇴 paga.

La simpatía del Gob. Petro por criminales es evidente.

Gobierno criminal = sociedad criminal.

Pobre país."
